latitude,longitude,time,easting,northing
51.856612,-1.28406,101.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,101.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,101.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,102.0,618172.0428670384,5746482.269012923
51.856612,-1.28406,102.19999999999709,618172.0428670384,5746482.269012923
51.856612,-1.28406,102.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,102.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,102.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,103.0,618172.0428670384,5746482.269012923
51.856612,-1.28406,103.19999999999709,618172.0428670384,5746482.269012923
51.856612,-1.28406,103.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,103.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,103.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,104.0,618172.0428670384,5746482.269012923
51.856612,-1.28406,104.19999999999709,618172.0428670384,5746482.269012923
51.856612,-1.28406,104.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,104.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,104.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,105.0,618172.0428670384,5746482.269012923
51.856612,-1.28406,105.19999999999709,618172.0428670384,5746482.269012923
51.856612,-1.28406,105.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,105.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,105.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,106.0,618172.0428670384,5746482.269012923
51.856612,-1.28406,106.19999999999709,618172.0428670384,5746482.269012923
51.856612,-1.28406,106.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,106.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,106.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,107.0,618172.0428670384,5746482.269012923
51.856612,-1.28406,107.19999999999709,618172.0428670384,5746482.269012923
51.856612,-1.28406,107.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,107.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,107.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,108.0,618172.0428670384,5746482.269012923
51.856612,-1.28406,108.19999999999709,618172.0428670384,5746482.269012923
51.856612,-1.28406,108.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,108.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,108.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,109.0,618172.0428670384,5746482.269012923
51.856612,-1.28406,109.19999999999709,618172.0428670384,5746482.269012923
51.856612,-1.28406,109.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,109.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,109.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,110.0,618172.0428670384,5746482.269012923
51.856612,-1.28406,110.19999999999709,618172.0428670384,5746482.269012923
51.856612,-1.28406,110.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,110.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,110.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,111.0,618172.0428670384,5746482.269012923
51.856612,-1.28406,111.19999999999709,618172.0428670384,5746482.269012923
51.856612,-1.28406,111.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,111.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,111.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,112.0,618172.0428670384,5746482.269012923
51.856612,-1.28406,112.19999999999709,618172.0428670384,5746482.269012923
51.856612,-1.28406,112.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,112.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,112.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,113.0,618172.0428670384,5746482.269012923
51.856612,-1.28406,113.19999999999709,618172.0428670384,5746482.269012923
51.856612,-1.28406,113.39999999999782,618172.0428670384,5746482.269012923
51.856612,-1.28406,113.59999999999854,618172.0428670384,5746482.269012923
51.856612,-1.28406,113.79999999999927,618172.0428670384,5746482.269012923
51.856612,-1.28406,114.0,618172.0428670384,5746482.269012923
51.856612,-1.284061,114.19999999999709,618171.9740046703,5746482.26739047
51.856612,-1.284061,114.39999999999782,618171.9740046703,5746482.26739047
51.856612,-1.284061,114.59999999999854,618171.9740046703,5746482.26739047
51.856612,-1.284061,114.79999999999927,618171.9740046703,5746482.26739047
51.856612,-1.284061,115.0,618171.9740046703,5746482.26739047
51.856612,-1.284061,115.19999999999709,618171.9740046703,5746482.26739047
51.856612,-1.284061,115.39999999999782,618171.9740046703,5746482.26739047
51.856612,-1.284061,115.59999999999854,618171.9740046703,5746482.26739047
51.856612,-1.284061,115.79999999999927,618171.9740046703,5746482.26739047
51.856612,-1.284061,116.0,618171.9740046703,5746482.26739047
51.856612,-1.284061,116.19999999999709,618171.9740046703,5746482.26739047
51.856612,-1.284061,116.39999999999782,618171.9740046703,5746482.26739047
51.856612,-1.284061,116.59999999999854,618171.9740046703,5746482.26739047
51.856612,-1.284061,116.79999999999927,618171.9740046703,5746482.26739047
51.856612,-1.284061,117.0,618171.9740046703,5746482.26739047
51.856612,-1.284061,117.19999999999709,618171.9740046703,5746482.26739047
51.856612,-1.284061,117.39999999999782,618171.9740046703,5746482.26739047
